parameter w(u,v,a)/ 
669.643.3 1,
669.643.4 1,
669.643.5 1,
669.643.6 1,
669.643.7 1,
669.643.8 1,
669.643.9 1,
669.643.10 1,
669.643.11 1,
669.643.12 1,
669.643.13 1,
669.643.14 1,
669.643.15 1,
669.643.16 1,
669.643.17 1,
669.643.18 1,
669.643.19 1,
669.643.20 1,
669.643.21 1,
669.643.22 1,
669.643.23 1,
669.643.24 1,
669.643.25 1,
669.643.26 1,
669.643.27 1,
669.643.28 1,
669.643.29 1,
669.643.30 1,
670.671.1 1,
670.671.2 1,
670.671.3 1,
670.671.4 1,
670.671.5 1,
670.671.6 1,
670.671.7 1,
670.671.8 1,
670.671.9 1,
670.671.10 1,
670.671.11 1,
670.671.12 1,
670.671.13 1,
670.671.14 1,
670.671.15 1,
670.671.16 1,
670.671.17 1,
670.671.18 1,
670.671.19 1,
670.671.20 1,
670.671.21 1,
670.671.22 1,
670.671.23 1,
670.671.24 1,
670.671.25 1,
670.671.26 1,
670.671.27 1,
670.671.28 1,
670.671.29 1,
670.671.30 1,
670.681.1 1,
670.681.2 1,
670.681.3 1,
670.681.4 1,
670.681.5 1,
670.681.6 1,
670.681.7 1,
670.681.8 1,
670.681.9 1,
670.681.10 1,
670.681.11 1,
670.681.12 1,
670.681.13 1,
670.681.14 1,
670.681.15 1,
670.681.16 1,
670.681.17 1,
670.681.18 1,
670.681.19 1,
670.681.20 1,
670.681.21 1,
670.681.22 1,
670.681.23 1,
670.681.24 1,
670.681.25 1,
670.681.26 1,
670.681.27 1,
670.681.28 1,
670.681.29 1,
670.681.30 1,
671.670.1 1,
671.670.2 1,
671.670.3 1,
671.670.4 1,
671.670.5 1,
671.670.6 1,
671.670.7 1,
671.670.8 1,
671.670.9 1,
671.670.10 1,
671.670.11 1,
671.670.12 1,
671.670.13 1,
671.670.14 1,
671.670.15 1,
671.670.16 1,
671.670.17 1,
671.670.18 1,
671.670.19 1,
671.670.20 1,
671.670.21 1,
671.670.22 1,
671.670.23 1,
671.670.24 1,
671.670.25 1,
671.670.26 1,
671.670.27 1,
671.670.28 1,
671.670.29 1,
671.670.30 1,
671.679.1 1,
671.679.2 1,
671.679.3 1,
671.679.4 1,
671.679.5 1,
671.679.6 1,
671.679.7 1,
671.679.8 1,
671.679.9 1,
671.679.10 1,
671.679.11 1,
671.679.12 1,
671.679.13 1,
671.679.14 1,
671.679.15 1,
671.679.16 1,
671.679.17 1,
671.679.18 1,
671.679.19 1,
671.679.20 1,
671.679.21 1,
671.679.22 1,
671.679.23 1,
671.679.24 1,
671.679.25 1,
671.679.26 1,
671.679.27 1,
671.679.28 1,
671.679.29 1,
671.679.30 1,
672.678.1 1,
672.678.2 1,
672.678.3 1,
672.678.4 1,
672.678.5 1,
672.678.6 1,
672.678.7 1,
672.678.8 1,
672.678.9 1,
672.678.10 1,
672.678.11 1,
672.678.12 1,
672.678.13 1,
672.678.14 1,
672.678.15 1,
672.678.16 1,
672.678.17 1,
672.678.18 1,
672.678.19 1,
672.678.20 1,
672.678.21 1,
672.678.22 1,
672.678.23 1,
672.678.24 1,
672.678.25 1,
672.678.26 1,
672.678.27 1,
672.678.28 1,
672.678.29 1,
672.678.30 1,
672.682.1 1,
672.682.2 1,
672.682.3 1,
672.682.4 1,
672.682.5 1,
672.682.6 1,
672.682.7 1,
672.682.8 1,
672.682.9 1,
672.682.10 1,
672.682.11 1,
672.682.12 1,
672.682.13 1,
672.682.14 1,
672.682.15 1,
672.682.16 1,
672.682.17 1,
672.682.18 1,
672.682.19 1,
672.682.20 1,
672.682.21 1,
672.682.22 1,
672.682.23 1,
672.682.24 1,
672.682.25 1,
672.682.26 1,
672.682.27 1,
672.682.28 1,
672.682.29 1,
672.682.30 1,
672.713.1 1,
672.713.2 1,
672.713.3 1,
672.713.4 1,
672.713.5 1,
672.713.6 1,
672.713.7 1,
672.713.8 1,
672.713.9 1,
672.713.10 1,
672.713.11 1,
672.713.12 1,
672.713.13 1,
672.713.14 1,
672.713.15 1,
672.713.16 1,
672.713.17 1,
672.713.18 1,
672.713.19 1,
672.713.20 1,
672.713.21 1,
672.713.22 1,
672.713.23 1,
672.713.24 1,
672.713.25 1,
672.713.26 1,
672.713.27 1,
672.713.28 1,
672.713.29 1,
672.713.30 1,
673.658.1 1,
673.658.2 1,
673.658.3 1,
673.658.4 1,
673.658.5 1,
673.658.6 1,
673.658.7 1,
673.658.8 1,
673.658.9 1,
673.658.10 1,
673.658.11 1,
673.658.12 1,
673.658.13 1,
673.658.14 1,
673.658.15 1,
673.658.16 1,
673.658.17 1,
673.658.18 1,
673.658.19 1,
673.658.20 1,
673.658.21 1,
673.658.22 1,
673.658.23 1,
673.658.24 1,
673.658.25 1,
673.658.26 1,
673.658.27 1,
673.658.28 1,
673.658.29 1,
673.658.30 1,
673.677.1 1,
673.677.2 1,
673.677.3 1,
673.677.4 1,
673.677.5 1,
673.677.6 1,
673.677.7 1,
673.677.8 1,
673.677.9 1,
673.677.10 1,
673.677.11 1,
673.677.12 1,
673.677.13 1,
673.677.14 1,
673.677.15 1,
673.677.16 1,
673.677.17 1,
673.677.18 1,
673.677.19 1,
673.677.20 1,
673.677.21 1,
673.677.22 1,
673.677.23 1,
673.677.24 1,
673.677.25 1,
673.677.26 1,
673.677.27 1,
673.677.28 1,
673.677.29 1,
673.677.30 1,
673.711.1 1,
673.711.2 1,
673.711.3 1,
673.711.4 1,
673.711.5 1,
673.711.6 1,
673.711.7 1,
673.711.8 1,
673.711.9 1,
673.711.10 1,
673.711.11 1,
673.711.12 1,
673.711.13 1,
673.711.14 1,
673.711.15 1,
673.711.16 1,
673.711.17 1,
673.711.18 1,
673.711.19 1,
673.711.20 1,
673.711.21 1,
673.711.22 1,
673.711.23 1,
673.711.24 1,
673.711.25 1,
673.711.26 1,
673.711.27 1,
673.711.28 1,
673.711.29 1,
673.711.30 1,
202.629.1 1,
202.629.2 1,
202.629.3 1,
202.629.4 1,
202.629.5 1,
202.629.6 1,
202.629.7 1,
202.629.8 1,
202.629.9 1,
202.629.10 1,
202.629.11 1,
202.629.12 1,
202.629.13 1,
202.629.14 1,
202.629.15 1,
202.629.16 1,
202.629.17 1,
202.629.18 1,
202.629.19 1,
202.629.20 1,
202.629.21 1,
202.629.22 1,
202.629.23 1,
202.629.24 1,
202.629.25 1,
202.629.26 1,
202.629.27 1,
202.629.28 1,
202.629.29 1,
202.629.30 1,
674.661.1 1,
674.661.2 1,
674.661.3 1,
674.661.4 1,
674.661.5 1,
674.661.6 1,
674.661.7 1,
674.661.8 1,
674.661.9 1,
674.661.10 1,
674.661.11 1,
674.661.12 1,
674.661.13 1,
674.661.14 1,
674.661.15 1,
674.661.16 1,
674.661.17 1,
674.661.18 1,
674.661.19 1,
674.661.20 1,
674.661.21 1,
674.661.22 1,
674.661.23 1,
674.661.24 1,
674.661.25 1,
674.661.26 1,
674.661.27 1,
674.661.28 1,
674.661.29 1,
674.661.30 1,
675.660.1 1,
675.660.2 1,
675.660.3 1,
675.660.4 1,
675.660.5 1,
675.660.6 1,
675.660.7 1,
675.660.8 1,
675.660.9 1,
675.660.10 1,
675.660.11 1,
675.660.12 1,
675.660.13 1,
675.660.14 1,
675.660.15 1,
675.660.16 1,
675.660.17 1,
675.660.18 1,
675.660.19 1,
675.660.20 1,
675.660.21 1,
675.660.22 1,
675.660.23 1,
675.660.24 1,
675.660.25 1,
675.660.26 1,
675.660.27 1,
675.660.28 1,
675.660.29 1,
675.660.30 1,
675.666.1 1,
675.666.2 1,
675.666.3 1,
675.666.4 1,
675.666.5 1,
675.666.6 1,
675.666.7 1,
675.666.8 1,
675.666.9 1,
675.666.10 1,
675.666.11 1,
675.666.12 1,
675.666.13 1,
675.666.14 1,
675.666.15 1,
675.666.16 1,
675.666.17 1,
675.666.18 1,
675.666.19 1,
675.666.20 1,
675.666.21 1,
675.666.22 1,
675.666.23 1,
675.666.24 1,
675.666.25 1,
675.666.26 1,
675.666.27 1,
675.666.28 1,
675.666.29 1,
675.666.30 1,
675.711.1 1,
675.711.2 1,
675.711.3 1,
675.711.4 1,
675.711.5 1,
675.711.6 1,
675.711.7 1,
675.711.8 1,
675.711.9 1,
675.711.10 1,
675.711.11 1,
675.711.12 1,
675.711.13 1,
675.711.14 1,
675.711.15 1,
675.711.16 1,
675.711.17 1,
675.711.18 1,
675.711.19 1,
675.711.20 1,
675.711.21 1,
675.711.22 1,
675.711.23 1,
675.711.24 1,
675.711.25 1,
675.711.26 1,
675.711.27 1,
675.711.28 1,
675.711.29 1,
675.711.30 1,
676.641.1 1,
676.641.2 1,
676.641.3 1,
676.641.4 1,
676.641.5 1,
676.641.6 1,
676.641.7 1,
676.641.8 1,
676.641.9 1,
676.641.10 1,
676.641.11 1,
676.641.12 1,
676.641.13 1,
676.641.14 1,
676.641.15 1,
676.641.16 1,
676.641.17 1,
676.641.18 1,
676.641.19 1,
676.641.20 1,
676.641.21 1,
676.641.22 1,
676.641.23 1,
676.641.24 1,
676.641.25 1,
676.641.26 1,
676.641.27 1,
676.641.28 1,
676.641.29 1,
676.641.30 1,
677.612.1 1,
677.612.2 1,
677.612.3 1,
677.612.4 1,
677.612.5 1,
677.612.6 1,
677.612.7 1,
677.612.8 1,
677.612.9 1,
677.612.10 1,
677.612.11 1,
677.612.12 1,
677.612.13 1,
677.612.14 1,
677.612.15 1,
677.612.16 1,
677.612.17 1,
677.612.18 1,
677.612.19 1,
677.612.20 1,
677.612.21 1,
677.612.22 1,
677.612.23 1,
677.612.24 1,
677.612.25 1,
677.612.26 1,
677.612.27 1,
677.612.28 1,
677.612.29 1,
677.612.30 1,
677.673.1 1,
677.673.2 1,
677.673.3 1,
677.673.4 1,
677.673.5 1,
677.673.6 1,
677.673.7 1,
677.673.8 1,
677.673.9 1,
677.673.10 1,
677.673.11 1,
677.673.12 1,
677.673.13 1,
677.673.14 1,
677.673.15 1,
677.673.16 1,
677.673.17 1,
677.673.18 1,
677.673.19 1,
677.673.20 1,
677.673.21 1,
677.673.22 1,
677.673.23 1,
677.673.24 1,
677.673.25 1,
677.673.26 1,
677.673.27 1,
677.673.28 1,
677.673.29 1,
677.673.30 1,
678.612.1 1,
678.612.2 1,
678.612.3 1,
678.612.4 1,
678.612.5 1,
678.612.6 1,
678.612.7 1,
678.612.8 1,
678.612.9 1,
678.612.10 1,
678.612.11 1,
678.612.12 1,
678.612.13 1,
678.612.14 1,
678.612.15 1,
678.612.16 1,
678.612.17 1,
678.612.18 1,
678.612.19 1,
678.612.20 1,
678.612.21 1,
678.612.22 1,
678.612.23 1,
678.612.24 1,
678.612.25 1,
678.612.26 1,
678.612.27 1,
678.612.28 1,
678.612.29 1,
678.612.30 1,
678.672.1 1,
678.672.2 1,
678.672.3 1,
678.672.4 1,
678.672.5 1,
678.672.6 1,
678.672.7 1,
678.672.8 1,
678.672.9 1,
678.672.10 1,
678.672.11 1,
678.672.12 1,
678.672.13 1,
678.672.14 1,
678.672.15 1,
678.672.16 1,
678.672.17 1,
678.672.18 1,
678.672.19 1,
678.672.20 1,
678.672.21 1,
678.672.22 1,
678.672.23 1,
678.672.24 1,
678.672.25 1,
678.672.26 1,
678.672.27 1,
678.672.28 1,
678.672.29 1,
678.672.30 1,
679.671.1 1,
679.671.2 1,
679.671.3 1,
679.671.4 1,
679.671.5 1,
679.671.6 1,
679.671.7 1,
679.671.8 1,
679.671.9 1,
679.671.10 1,
679.671.11 1,
679.671.12 1,
679.671.13 1,
679.671.14 1,
679.671.15 1,
679.671.16 1,
679.671.17 1,
679.671.18 1,
679.671.19 1,
679.671.20 1,
679.671.21 1,
679.671.22 1,
679.671.23 1,
679.671.24 1,
679.671.25 1,
679.671.26 1,
679.671.27 1,
679.671.28 1,
679.671.29 1,
679.671.30 1,
679.680.1 1,
679.680.2 1,
679.680.3 1,
679.680.4 1,
679.680.5 1,
679.680.6 1,
679.680.7 1,
679.680.8 1,
679.680.9 1,
679.680.10 1,
679.680.11 1,
679.680.12 1,
679.680.13 1,
679.680.14 1,
679.680.15 1,
679.680.16 1,
679.680.17 1,
679.680.18 1,
679.680.19 1,
679.680.20 1,
679.680.21 1,
679.680.22 1,
679.680.23 1,
679.680.24 1,
679.680.25 1,
679.680.26 1,
679.680.27 1,
679.680.28 1,
679.680.29 1,
679.680.30 1,
680.626.1 1,
680.626.2 1,
680.626.3 1,
680.626.4 1,
680.626.5 1,
680.626.6 1,
680.626.7 1,
680.626.8 1,
680.626.9 1,
680.626.10 1,
680.626.11 1,
680.626.12 1,
680.626.13 1,
680.626.14 1,
680.626.15 1,
680.626.16 1,
680.626.17 1,
680.626.18 1,
680.626.19 1,
680.626.20 1,
680.626.21 1,
680.626.22 1,
680.626.23 1,
680.626.24 1,
680.626.25 1,
680.626.26 1,
680.626.27 1,
680.626.28 1,
680.626.29 1,
680.626.30 1,
680.679.1 1,
680.679.2 1,
680.679.3 1,
680.679.4 1,
680.679.5 1,
680.679.6 1,
680.679.7 1,
680.679.8 1,
680.679.9 1,
680.679.10 1,
680.679.11 1,
680.679.12 1,
680.679.13 1,
680.679.14 1,
680.679.15 1,
680.679.16 1,
680.679.17 1,
680.679.18 1,
680.679.19 1,
680.679.20 1,
680.679.21 1,
680.679.22 1,
680.679.23 1,
680.679.24 1,
680.679.25 1,
680.679.26 1,
680.679.27 1,
680.679.28 1,
680.679.29 1,
680.679.30 1,
681.670.1 1,
681.670.2 1,
681.670.3 1,
681.670.4 1,
681.670.5 1,
681.670.6 1,
681.670.7 1,
681.670.8 1,
681.670.9 1,
681.670.10 1,
681.670.11 1,
681.670.12 1,
681.670.13 1,
681.670.14 1,
681.670.15 1,
681.670.16 1,
681.670.17 1,
681.670.18 1,
681.670.19 1,
681.670.20 1,
681.670.21 1,
681.670.22 1,
681.670.23 1,
681.670.24 1,
681.670.25 1,
681.670.26 1,
681.670.27 1,
681.670.28 1,
681.670.29 1,
681.670.30 1,
681.715.1 1,
681.715.2 1,
681.715.3 1,
681.715.4 1,
681.715.5 1,
681.715.6 1,
681.715.7 1,
681.715.8 1,
681.715.9 1,
681.715.10 1,
681.715.11 1,
681.715.12 1,
681.715.13 1,
681.715.14 1,
681.715.15 1,
681.715.16 1,
681.715.17 1,
681.715.18 1,
681.715.19 1,
681.715.20 1,
681.715.21 1,
681.715.22 1,
681.715.23 1,
681.715.24 1,
681.715.25 1,
681.715.26 1,
681.715.27 1,
681.715.28 1,
681.715.29 1,
681.715.30 1,
682.632.1 1,
682.632.2 1,
682.632.3 1,
682.632.4 1,
682.632.5 1,
682.632.6 1,
682.632.7 1,
682.632.8 1,
682.632.9 1,
682.632.10 1,
682.632.11 1,
682.632.12 1,
682.632.13 1,
682.632.14 1,
682.632.15 1,
682.632.16 1,
682.632.17 1,
682.632.18 1,
682.632.19 1,
682.632.20 1,
682.632.21 1,
682.632.22 1,
682.632.23 1,
682.632.24 1,
682.632.25 1,
682.632.26 1,
682.632.27 1,
682.632.28 1,
682.632.29 1,
682.632.30 1,
682.672.1 1,
682.672.2 1,
682.672.3 1,
682.672.4 1,
682.672.5 1,
682.672.6 1,
682.672.7 1,
682.672.8 1,
682.672.9 1,
682.672.10 1,
682.672.11 1,
682.672.12 1,
682.672.13 1,
682.672.14 1,
682.672.15 1,
682.672.16 1,
682.672.17 1,
682.672.18 1,
682.672.19 1,
682.672.20 1,
682.672.21 1,
682.672.22 1,
682.672.23 1,
682.672.24 1,
682.672.25 1,
682.672.26 1,
682.672.27 1,
682.672.28 1,
682.672.29 1,
682.672.30 1,
683.653.1 1,
683.653.2 1,
683.653.3 1,
683.653.4 1,
683.653.5 1,
683.653.6 1,
683.653.7 1,
683.653.8 1,
683.653.9 1,
683.653.10 1,
683.653.11 1,
683.653.12 1,
683.653.13 1,
683.653.14 1,
683.653.15 1,
683.653.16 1,
683.653.17 1,
683.653.18 1,
683.653.19 1,
683.653.20 1,
683.653.21 1,
683.653.22 1,
683.653.23 1,
683.653.24 1,
683.653.25 1,
683.653.26 1,
683.653.27 1,
683.653.28 1,
683.653.29 1,
683.653.30 1,
683.668.1 1,
683.668.2 1,
683.668.3 1,
683.668.4 1,
683.668.5 1,
683.668.6 1,
683.668.7 1,
683.668.8 1,
683.668.9 1,
683.668.10 1,
683.668.11 1,
683.668.12 1,
683.668.13 1,
683.668.14 1,
683.668.15 1,
683.668.16 1,
683.668.17 1,
683.668.18 1,
683.668.19 1,
683.668.20 1,
683.668.21 1,
683.668.22 1,
683.668.23 1,
683.668.24 1,
683.668.25 1,
683.668.26 1,
683.668.27 1,
683.668.28 1,
683.668.29 1,
683.668.30 1,
684.623.1 1,
684.623.2 1,
684.623.3 1,
684.623.4 1,
684.623.5 1,
684.623.6 1,
684.623.7 1,
684.623.8 1,
684.623.9 1,
684.623.10 1,
684.623.11 1,
684.623.12 1,
684.623.13 1,
684.623.14 1,
684.623.15 1,
684.623.16 1,
684.623.17 1,
684.623.18 1,
684.623.19 1,
684.623.20 1,
684.623.21 1,
684.623.22 1,
684.623.23 1,
684.623.24 1,
684.623.25 1,
684.623.26 1,
684.623.27 1,
684.623.28 1,
684.623.29 1,
684.623.30 1,
684.663.1 1,
684.663.2 1,
684.663.3 1,
684.663.4 1,
684.663.5 1,
684.663.6 1,
684.663.7 1,
684.663.8 1,
684.663.9 1,
684.663.10 1,
684.663.11 1,
684.663.12 1,
684.663.13 1,
684.663.14 1,
684.663.15 1,
684.663.16 1,
684.663.17 1,
684.663.18 1,
684.663.19 1,
684.663.20 1,
684.663.21 1,
684.663.22 1,
684.663.23 1,
684.663.24 1,
684.663.25 1,
684.663.26 1,
684.663.27 1,
684.663.28 1,
684.663.29 1,
684.663.30 1,
201.619.1 1,
201.619.2 1,
201.619.3 1,
201.619.4 1,
201.619.5 1,
201.619.6 1,
201.619.7 1,
201.619.8 1,
201.619.9 1,
201.619.10 1,
201.619.11 1,
201.619.12 1,
201.619.13 1,
201.619.14 1,
201.619.15 1,
201.619.16 1,
201.619.17 1,
201.619.18 1,
201.619.19 1,
201.619.20 1,
201.619.21 1,
201.619.22 1,
201.619.23 1,
201.619.24 1,
201.619.25 1,
201.619.26 1,
201.619.27 1,
201.619.28 1,
201.619.29 1,
201.619.30 1,
685.619.1 1,
685.619.2 1,
685.619.3 1,
685.619.4 1,
685.619.5 1,
685.619.6 1,
685.619.7 1,
685.619.8 1,
685.619.9 1,
685.619.10 1,
685.619.11 1,
685.619.12 1,
685.619.13 1,
685.619.14 1,
685.619.15 1,
685.619.16 1,
685.619.17 1,
685.619.18 1,
685.619.19 1,
685.619.20 1,
685.619.21 1,
685.619.22 1,
685.619.23 1,
685.619.24 1,
685.619.25 1,
685.619.26 1,
685.619.27 1,
685.619.28 1,
685.619.29 1,
685.619.30 1,
685.621.1 1,
685.621.2 1,
685.621.3 1,
685.621.4 1,
685.621.5 1,
685.621.6 1,
685.621.7 1,
685.621.8 1,
685.621.9 1,
685.621.10 1,
685.621.11 1,
685.621.12 1,
685.621.13 1,
685.621.14 1,
685.621.15 1,
685.621.16 1,
685.621.17 1,
685.621.18 1,
685.621.19 1,
685.621.20 1,
685.621.21 1,
685.621.22 1,
685.621.23 1,
685.621.24 1,
685.621.25 1,
685.621.26 1,
685.621.27 1,
685.621.28 1,
685.621.29 1,
685.621.30 1,
686.647.1 1,
686.647.2 1,
686.647.3 1,
686.647.4 1,
686.647.5 1,
686.647.6 1,
686.647.7 1,
686.647.8 1,
686.647.9 1,
686.647.10 1,
686.647.11 1,
686.647.12 1,
686.647.13 1,
686.647.14 1,
686.647.15 1,
686.647.16 1,
686.647.17 1,
686.647.18 1,
686.647.19 1,
686.647.20 1,
686.647.21 1,
686.647.22 1,
686.647.23 1,
686.647.24 1,
686.647.25 1,
686.647.26 1,
686.647.27 1,
686.647.28 1,
686.647.29 1,
686.647.30 1,
686.648.1 1,
686.648.2 1,
686.648.3 1,
686.648.4 1,
686.648.5 1,
686.648.6 1,
686.648.7 1,
686.648.8 1,
686.648.9 1,
686.648.10 1,
686.648.11 1,
686.648.12 1,
686.648.13 1,
686.648.14 1,
686.648.15 1,
686.648.16 1,
686.648.17 1,
686.648.18 1,
686.648.19 1,
686.648.20 1,
686.648.21 1,
686.648.22 1,
686.648.23 1,
686.648.24 1,
686.648.25 1,
686.648.26 1,
686.648.27 1,
686.648.28 1,
686.648.29 1,
686.648.30 1,
687.649.1 1,
687.649.2 1,
687.649.3 1,
687.649.4 1,
687.649.5 1,
687.649.6 1,
687.649.7 1,
687.649.8 1,
687.649.9 1,
687.649.10 1,
687.649.11 1,
687.649.12 1,
687.649.13 1,
687.649.14 1,
687.649.15 1,
687.649.16 1,
687.649.17 1,
687.649.18 1,
687.649.19 1,
687.649.20 1,
687.649.21 1,
687.649.22 1,
687.649.23 1,
687.649.24 1,
687.649.25 1,
687.649.26 1,
687.649.27 1,
687.649.28 1,
687.649.29 1,
687.649.30 1,
687.688.1 1,
687.688.2 1,
687.688.3 1,
687.688.4 1,
687.688.5 1,
687.688.6 1,
687.688.7 1,
687.688.8 1,
687.688.9 1,
687.688.10 1,
687.688.11 1,
687.688.12 1,
687.688.13 1,
687.688.14 1,
687.688.15 1,
687.688.16 1,
687.688.17 1,
687.688.18 1,
687.688.19 1,
687.688.20 1,
687.688.21 1,
687.688.22 1,
687.688.23 1,
687.688.24 1,
687.688.25 1,
687.688.26 1,
687.688.27 1,
687.688.28 1,
687.688.29 1,
687.688.30 1,
688.648.1 1,
688.648.2 1,
688.648.3 1,
688.648.4 1,
688.648.5 1,
688.648.6 1,
688.648.7 1,
688.648.8 1,
688.648.9 1,
688.648.10 1,
688.648.11 1,
688.648.12 1,
688.648.13 1,
688.648.14 1,
688.648.15 1,
688.648.16 1,
688.648.17 1,
688.648.18 1,
688.648.19 1,
688.648.20 1,
688.648.21 1,
688.648.22 1,
688.648.23 1,
688.648.24 1,
688.648.25 1,
688.648.26 1,
688.648.27 1,
688.648.28 1,
688.648.29 1,
688.648.30 1,
688.687.1 1,
688.687.2 1,
688.687.3 1,
688.687.4 1,
688.687.5 1,
688.687.6 1,
688.687.7 1,
688.687.8 1,
688.687.9 1,
688.687.10 1,
688.687.11 1,
688.687.12 1,
688.687.13 1,
688.687.14 1,
688.687.15 1,
688.687.16 1,
688.687.17 1,
688.687.18 1,
688.687.19 1,
688.687.20 1,
688.687.21 1,
688.687.22 1,
688.687.23 1,
688.687.24 1,
688.687.25 1,
688.687.26 1,
688.687.27 1,
688.687.28 1,
688.687.29 1,
688.687.30 1,
689.623.1 1,
689.623.2 1,
689.623.3 1,
689.623.4 1,
689.623.5 1,
689.623.6 1,
689.623.7 1,
689.623.8 1,
689.623.9 1,
689.623.10 1,
689.623.11 1,
689.623.12 1,
689.623.13 1,
689.623.14 1,
689.623.15 1,
689.623.16 1,
689.623.17 1,
689.623.18 1,
689.623.19 1,
689.623.20 1,
689.623.21 1,
689.623.22 1,
689.623.23 1,
689.623.24 1,
689.623.25 1,
689.623.26 1,
689.623.27 1,
689.623.28 1,
689.623.29 1,
689.623.30 1,
689.624.1 1,
689.624.2 1,
689.624.3 1,
689.624.4 1,
689.624.5 1,
689.624.6 1,
689.624.7 1,
689.624.8 1,
689.624.9 1,
689.624.10 1,
689.624.11 1,
689.624.12 1,
689.624.13 1,
689.624.14 1,
689.624.15 1,
689.624.16 1,
689.624.17 1,
689.624.18 1,
689.624.19 1,
689.624.20 1,
689.624.21 1,
689.624.22 1,
689.624.23 1,
689.624.24 1,
689.624.25 1,
689.624.26 1,
689.624.27 1,
689.624.28 1,
689.624.29 1,
689.624.30 1,
690.622.1 1,
690.622.2 1,
690.622.3 1,
690.622.4 1,
690.622.5 1,
690.622.6 1,
690.622.7 1,
690.622.8 1,
690.622.9 1,
690.622.10 1,
690.622.11 1,
690.622.12 1,
690.622.13 1,
690.622.14 1,
690.622.15 1,
690.622.16 1,
690.622.17 1,
690.622.18 1,
690.622.19 1,
690.622.20 1,
690.622.21 1,
690.622.22 1,
690.622.23 1,
690.622.24 1,
690.622.25 1,
690.622.26 1,
690.622.27 1,
690.622.28 1,
690.622.29 1,
690.622.30 1,
690.301.1 1,
690.301.2 1,
690.301.3 1,
690.301.4 1,
690.301.5 1,
690.301.6 1,
690.301.7 1,
690.301.8 1,
690.301.9 1,
690.301.10 1,
690.301.11 1,
690.301.12 1,
690.301.13 1,
690.301.14 1,
690.301.15 1,
690.301.16 1,
690.301.17 1,
690.301.18 1,
690.301.19 1,
690.301.20 1,
690.301.21 1,
690.301.22 1,
690.301.23 1,
690.301.24 1,
690.301.25 1,
690.301.26 1,
690.301.27 1,
690.301.28 1,
690.301.29 1,
690.301.30 1,
691.619.1 1,
691.619.2 1,
691.619.3 1,
691.619.4 1,
691.619.5 1,
691.619.6 1,
691.619.7 1,
691.619.8 1,
691.619.9 1,
691.619.10 1,
691.619.11 1,
691.619.12 1,
691.619.13 1,
691.619.14 1,
691.619.15 1,
691.619.16 1,
691.619.17 1,
691.619.18 1,
691.619.19 1,
691.619.20 1,
691.619.21 1,
691.619.22 1,
691.619.23 1,
691.619.24 1,
691.619.25 1,
691.619.26 1,
691.619.27 1,
691.619.28 1,
691.619.29 1,
691.619.30 1,
691.661.1 1,
691.661.2 1,
691.661.3 1,
691.661.4 1,
691.661.5 1,
691.661.6 1,
691.661.7 1,
691.661.8 1,
691.661.9 1,
691.661.10 1,
691.661.11 1,
691.661.12 1,
691.661.13 1,
691.661.14 1,
691.661.15 1,
691.661.16 1,
691.661.17 1,
691.661.18 1,
691.661.19 1,
691.661.20 1,
691.661.21 1,
691.661.22 1,
691.661.23 1,
691.661.24 1,
691.661.25 1,
691.661.26 1,
691.661.27 1,
691.661.28 1,
691.661.29 1,
691.661.30 1,
692.621.1 1,
692.621.2 1,
692.621.3 1,
692.621.4 1,
692.621.5 1,
692.621.6 1,
692.621.7 1,
692.621.8 1,
692.621.9 1,
692.621.10 1,
692.621.11 1,
692.621.12 1,
692.621.13 1,
692.621.14 1,
692.621.15 1,
692.621.16 1,
692.621.17 1,
692.621.18 1,
692.621.19 1,
692.621.20 1,
692.621.21 1,
692.621.22 1,
692.621.23 1,
692.621.24 1,
692.621.25 1,
692.621.26 1,
692.621.27 1,
692.621.28 1,
692.621.29 1,
692.621.30 1,
692.662.1 1,
692.662.2 1,
692.662.3 1,
692.662.4 1,
692.662.5 1,
692.662.6 1,
692.662.7 1,
692.662.8 1,
692.662.9 1,
692.662.10 1,
692.662.11 1,
692.662.12 1,
692.662.13 1,
692.662.14 1,
692.662.15 1,
692.662.16 1,
692.662.17 1,
692.662.18 1,
692.662.19 1,
692.662.20 1,
692.662.21 1,
692.662.22 1,
692.662.23 1,
692.662.24 1,
692.662.25 1,
692.662.26 1,
692.662.27 1,
692.662.28 1,
692.662.29 1,
692.662.30 1,
693.629.1 1,
693.629.2 1,
693.629.3 1,
693.629.4 1,
693.629.5 1,
693.629.6 1,
693.629.7 1,
693.629.8 1,
693.629.9 1,
693.629.10 1,
693.629.11 1,
693.629.12 1,
693.629.13 1,
693.629.14 1,
693.629.15 1,
693.629.16 1,
693.629.17 1,
693.629.18 1,
693.629.19 1,
693.629.20 1,
693.629.21 1,
693.629.22 1,
693.629.23 1,
693.629.24 1,
693.629.25 1,
693.629.26 1,
693.629.27 1,
693.629.28 1,
693.629.29 1,
693.629.30 1,
693.661.1 1,
693.661.2 1,
693.661.3 1,
693.661.4 1,
693.661.5 1,
693.661.6 1,
693.661.7 1,
693.661.8 1,
693.661.9 1,
693.661.10 1,
693.661.11 1,
693.661.12 1,
693.661.13 1,
693.661.14 1,
693.661.15 1,
693.661.16 1,
693.661.17 1,
693.661.18 1,
693.661.19 1,
693.661.20 1,
693.661.21 1,
693.661.22 1,
693.661.23 1,
693.661.24 1,
693.661.25 1,
